item,name,coord,website,telefono,comune,indirizzo,email,lat,lon
http://www.wikidata.org/entity/Q3329363,Museo Stibbert,Point(11.255354 43.791949),http://www.museostibbert.it/,+39-055-475520,Firenze,Via Federigo Stibbert 26,mailto:direzione@museostibbert.it,43.793793,11.255316
http://www.wikidata.org/entity/Q3329363,Museo Stibbert,Point(11.2552 43.7929),http://www.museostibbert.it/,+39-055-486049,Firenze,Via Federigo Stibbert 26,mailto:direzione@museostibbert.it,43.7929,11.2552
http://www.wikidata.org/entity/Q3329363,Museo Stibbert,Point(11.255316 43.793793),http://www.museostibbert.it/,+39-055-475520,Firenze,Via Federigo Stibbert 26,mailto:direzione@museostibbert.it,43.791949,11.255353999999999
http://www.wikidata.org/entity/Q1491563,Museo Storico Italiano della Guerra,Point(11.04638 45.88634),http://www.museodellaguerra.it,+39-0464-438100,Rovereto,"Via Castelbarco, 7 - Rovereto",mailto:info@museodellaguerra.it,45.886340000000004,11.046380000000001
http://www.wikidata.org/entity/Q55677879,Museo Storico e il Parco del Castello di Miramare,Point(13.712596 45.702938),http://www.castello-miramare.it,+39-040-224143,Trieste,"viale Miramare, s.n.c. - Trieste",mailto:mu-mira@beniculturali.it,45.702938,13.712596
http://www.wikidata.org/entity/Q55376741,Museo Tazio Nuvolari,Point(10.7906 45.152630555),http://www.tazionuvolari.it,+39-366-421-8816,Mantova,via Giulio Romano angolo via Nazario Sauro  - Mantova,mailto:info@tazionuvolari.it,45.152630555556,10.7906
http://www.wikidata.org/entity/Q27992832,Museo Ugo Guidi,Point(10.1525343 43.9725559),http://www.ugoguidi.it,+39-0585-348510,Forte dei Marmi,"via Matteo Civitali, 33",mailto:museougoguidi@gmail.com,43.972553999999995,10.15483
http://www.wikidata.org/entity/Q27992832,Museo Ugo Guidi,Point(10.1525343 43.9725559),http://www.ugoguidi.it,+39-0585-348510,Forte dei Marmi,"via Matteo Civitali, 33",mailto:museougoguidi@gmail.com,43.9725559,10.152534300000001
http://www.wikidata.org/entity/Q27992832,Museo Ugo Guidi,Point(10.1525343 43.9725559),http://www.ugoguidi.it,+39-0585-348510,Forte dei Marmi,"via Matteo Civitali, 33",mailto:museougoguidi@gmail.com,43.97402,10.156393
http://www.wikidata.org/entity/Q18715459,Museo Venanzo Crocetti,Point(12.453717 41.95949),http://www.fondazionecrocetti.it,+39-06-3371-1468,Roma,"Via Cassia, 492 - Roma",mailto:info@fondazionecrocetti.it,41.95949,12.453717
http://www.wikidata.org/entity/Q55376629,Museo Zucchi collection,Point(9.19076 45.465305),http://www.zucchicollection.org,+39-02-439221,Milano,"Via Ugo Foscolo, 4 - Milano",mailto:infocollection@zucchicollection.org,45.465305,9.190760000000001
http://www.wikidata.org/entity/Q3867655,Museo africano di Verona,Point(11.00583333 45.44611111),http://www.museoafricano.org,+39-045-809-2199,Verona,"Vicolo Pozzo, 1 - Verona",mailto:info@museoafricano.org,45.44611111,11.00583333
http://www.wikidata.org/entity/Q55385866,Museo agrario tropicale dell’istituto agronomico per Oltremare,Point(11.283953 43.785034),http://www.iao.florence.it,+39-055-50611,Firenze,Via Antonio Cocchi 4,mailto:belli@iao.florence.it,43.785034,11.283953
http://www.wikidata.org/entity/Q55354262,"Museo alpino ""Duca degli Abruzzi""",Point(6.9725857 45.7918115),http://www.guidecourmayeur.com,+39-0165-842064,Courmayeur,"2, route du Villair - 11013 Courmayeur (Vallée d'Aoste)",mailto:museoalpino@tiscali.it,45.7918115,6.972585700000001
http://www.wikidata.org/entity/Q55374722,Museo anatomico veterinario dell'Università di Pisa,Point(10.41198 43.70852),https://www.mav.sma.unipi.it,+39-050-221-6860,Pisa,"delle Piagge, 2 - Pisa",mailto:info.mav@sma.unipi.it,43.70852,10.41198
http://www.wikidata.org/entity/Q55374722,Museo anatomico veterinario dell'Università di Pisa,Point(10.41198 43.70852),https://www.mav.sma.unipi.it,+39-050-221-6860,Pisa,"delle Piagge, 2 - Pisa",mailto:info.mav@sma.unipi.it,43.707977,10.411538
http://www.wikidata.org/entity/Q55672615,Museo apistico di Bologna,Point(11.350022 44.524937),http://www.provincia.bologna.it/cultura,+39-051-353103,Bologna,"Via di Saliceto, 80,  - Bologna",mailto:segreteria.api@entecra.it,44.524937,11.350022000000001
http://www.wikidata.org/entity/Q21008951,Museo archeologico Oliveriano,Point(12.909713 43.909958),http://www.cultura.provincia.pu.it,+39-0721-33344,Pesaro,"Via Mazza, 97 - Pesaro",mailto:biblio.oliveriana@provincia.ps.it,43.909958,12.909713
http://www.wikidata.org/entity/Q21008951,Museo archeologico Oliveriano,Point(12.909713 43.909958),http://www.cultura.provincia.pu.it,+39-0721-33344,Pesaro,"Via Mazza, 97 - Pesaro",mailto:biblio.oliveriana@provincia.ps.it,43.909830555556,12.909855555556
http://www.wikidata.org/entity/Q55672321,Museo archeologico comunale Salvatore Faldetta di Brindisi,Point(17.941761 40.63273),http://www.faldettafondazione.org,+39-0831-562800,Brindisi,"Viale Regina Margherita 11-dic ,  - Brindisi",mailto:museofaldetta@libero.it,40.63273,17.941761
http://www.wikidata.org/entity/Q55671504,Museo archeologico di Cremona,Point(10.029078 45.13415),http://musei.comune.cremona.it/PostCE-display-ceid-9.phtml,+39-0372-407775,Cremona,"Via San Lorenzo, 4 - Cremona",mailto:museo.archeologico@comune.cremona.it,45.13415,10.029078
http://www.wikidata.org/entity/Q55340698,Museo archeologico medioevale,Point(13.309292 46.190548),http://www.museoattimis.it,+39-0432-789700,Attimis,"Via Principale, 99 - Attimis",mailto:info@museoattimis.it,46.190548,13.309292000000001
http://www.wikidata.org/entity/Q3867710,Museo archeologico nazionale di Adria,Point(12.054931 45.049057),http://www.polomusealeveneto.beniculturali.it,+39-0426-21612,Adria,"via Badini, 59 - Adria",mailto:pm-ven.museoadria@beniculturali.it,45.04805556,12.05555556
http://www.wikidata.org/entity/Q3867710,Museo archeologico nazionale di Adria,Point(12.054931 45.049057),http://www.smppolesine.it/adria/pagine/home.php,+39-0426-21612,Adria,"via Badini, 59 - Adria",mailto:pm-ven.museoadria@beniculturali.it,45.049057,12.054931
http://www.wikidata.org/entity/Q1151133,Museo archeologico nazionale di Cagliari,Point(9.1167181 39.2222159),http://museoarcheocagliari.beniculturali.it/,+39-070-6559-1139,Cagliari,"Piazza Arsenale, 1, 09124 Cagliari CA",mailto:pm-sar.museoarcheo.cagliari@beniculturali.it,39.2222159,9.1167181
http://www.wikidata.org/entity/Q3329484,Museo archeologico nazionale di Chiusi,Point(11.949308 43.016013),http://www.polomusealetoscana.beniculturali.it/index.php?it/228/chiusi-si-museo-nazionale-etrusco-di-chiusi-necropoli-di-poggio-renzo-e-tomba-del-colle,+39-0578-20177,Chiusi,via Porsenna 93,mailto:sba-tos.museochiusi@beniculturali.it,43.015892,11.949352000000001
http://www.wikidata.org/entity/Q3329484,Museo archeologico nazionale di Chiusi,Point(11.949308 43.016013),http://www.polomusealetoscana.beniculturali.it/index.php?it/228/chiusi-si-museo-nazionale-etrusco-di-chiusi-necropoli-di-poggio-renzo-e-tomba-del-colle,+39-0578-20177,Chiusi,via Porsenna 93,mailto:sba-tos.museochiusi@beniculturali.it,43.016013,11.949308
http://www.wikidata.org/entity/Q3329484,Museo archeologico nazionale di Chiusi,Point(11.949308 43.016013),http://www.polomusealetoscana.beniculturali.it/index.php?it/228/chiusi-si-museo-nazionale-etrusco-di-chiusi-necropoli-di-poggio-renzo-e-tomba-del-colle,+39-0578-20177,Chiusi,via Porsenna 93,mailto:sba-tos.museochiusi@beniculturali.it,43.015935999999996,11.949301
http://www.wikidata.org/entity/Q55686000,Museo archeologico nazionale di Civitavecchia,Point(11.792797 42.091053),http://www.polomusealelazio.beniculturali.it/index.php?it/227/museo-archeologico-nazionale-civitavecchia,+39-0766-23604,Civitavecchia,"largo Cavour, 1 - Civitavecchia",mailto:pm-laz@beniculturali.it,42.091053,11.792797
http://www.wikidata.org/entity/Q3867711,Museo archeologico nazionale di Crotone,Point(17.131107 39.080204),http://www.archeologia.beniculturali.it/pages/atlante/S25.html,+39 096223082390962905625,Crotone,"via Risorgimento, 14 - Crotone",mailto:pm-cal.crotone@beniculturali.it,39.080203999999995,17.131107
http://www.wikidata.org/entity/Q3867711,Museo archeologico nazionale di Crotone,Point(17.131107 39.080204),http://www.archeologia.beniculturali.it/pages/atlante/S25.html,+39 096223082390962905625,Crotone,"via Risorgimento, 14 - Crotone",mailto:pm-cal.crotone@beniculturali.it,39.08011667,17.129375
http://www.wikidata.org/entity/Q637248,Museo archeologico nazionale di Napoli,Point(14.250752 40.85328),http://www.museoarcheologiconapoli.it/,+39-081-442-2149,Napoli,"piazza Museo Nazionale,  19 - Napoli",mailto:man-na@beniculturali.it,40.853377777778,14.250486111111
http://www.wikidata.org/entity/Q637248,Museo archeologico nazionale di Napoli,Point(14.250752 40.85328),http://www.museoarcheologiconapoli.it/,+39-081-442-2149,Napoli,"piazza Museo Nazionale,  19 - Napoli",mailto:man-na@beniculturali.it,40.85328,14.250751999999999
http://www.wikidata.org/entity/Q3328376,Museo archeologico nazionale di Orvieto,Point(12.113956 42.716927),http://www.archeopg.arti.beniculturali.it/index.php?it/91/museo-archeologico-nazionale-di-orvieto,+39-0763-341039,Orvieto,"piazza Duomo, s.n.c. - Orvieto",mailto:pm-umb@beniculturali.it,42.71688889,12.11433333
http://www.wikidata.org/entity/Q3328376,Museo archeologico nazionale di Orvieto,Point(12.113956 42.716927),http://www.archeopg.arti.beniculturali.it/index.php?it/91/museo-archeologico-nazionale-di-orvieto,+39-0763-341039,Orvieto,"piazza Duomo, s.n.c. - Orvieto",mailto:pm-umb@beniculturali.it,42.716927,12.113956
http://www.wikidata.org/entity/Q3867720,Museo archeologico nazionale di Siena,Point(11.328347 43.31723),http://www.polomusealetoscana.beniculturali.it/index.php?it/207/siena-museo-archeologico-nazionale,+39-0577-534511,Siena,Piazza Duomo 2,mailto:pm-tos@beniculturali.it,43.317159000000004,11.328367
http://www.wikidata.org/entity/Q3867720,Museo archeologico nazionale di Siena,Point(11.328347 43.31723),http://www.polomusealetoscana.beniculturali.it/index.php?it/207/siena-museo-archeologico-nazionale,+39-0577-534511,Siena,Piazza Duomo 2,mailto:pm-tos@beniculturali.it,43.31723,11.328347
http://www.wikidata.org/entity/Q637157,Museo archeologico nazionale di Taranto,Point(17.23888 40.473705),http://www.museotaranto.beniculturali.it,+39-099-453-2112,Taranto,"via Cavour, 10 - Taranto",mailto:man-ta@beniculturali.it,40.473704999999995,17.238879999999998
http://www.wikidata.org/entity/Q15961522,Museo archeologico nazionale di Tarquinia,Point(11.755583 42.253525),http://www.polomusealelazio.beniculturali.it/index.php?it/556/museo-archeologico-nazionale-di-tarquinia,+39-0766-856036,Tarquinia,"piazza Cavour , s.n.c. - Tarquinia",mailto:pm-laz@beniculturali.it,42.253525,11.755583
http://www.wikidata.org/entity/Q15961396,Museo archeologico nazionale di Venezia,Point(12.3393 45.4336),http://sbmp.provincia.venezia.it/mir/musei/venezia/home_a.htm,+39-041-296-7663,Venesia,"piazzetta S. Marco, 17/52 - Venezia",mailto:pm-ven.archeologico@beniculturali.it,45.4336,12.3393
http://www.wikidata.org/entity/Q15961396,Museo archeologico nazionale di Venezia,Point(12.3393 45.4336),http://sbmp.provincia.venezia.it/mir/musei/venezia/home_a.htm,+39-041-296-7663,Venesia,"piazzetta S. Marco, 17/52 - Venezia",mailto:pm-ven.archeologico@beniculturali.it,45.433483,12.337797
http://www.wikidata.org/entity/Q55359472,Museo archeologico nazionale di Verona,Point(11.002617 45.441967),https://polomusealeveneto.beniculturali.it/musei/museo-archeologico-nazionale-di-verona,+39-041-296-7611,Verona,"Stradone San Tomaso, 3 - Verona",mailto:pm-ven.museoverona@beniculturali.it,45.441967,11.002616999999999
http://www.wikidata.org/entity/Q55686051,Museo archeologico nazionale e zona archeologica di Luni,Point(10.017087 44.06376),http://www.musei.liguria.beniculturali.it,+39-0187-66811,Luni,"Via Luni, 37 - Ortonovo",mailto:pm-lig.museoluni@beniculturali.it,44.063759999999995,10.017087
http://www.wikidata.org/entity/Q55686059,Museo archeologico nazionale “Gaio Cilnio Mecenate” e Anfiteatro romano,Point(11.879511 43.460726),http://www.polomusealetoscana.beniculturali.it/index.php?it/146/istituti-e-luoghi-della-cultura,+39-0575-20882,Arezzo,"via  Margaritone, 10 - Arezzo",mailto:pm-tos.archeoar@beniculturali.it,43.460726,11.879511
http://www.wikidata.org/entity/Q55686059,Museo archeologico nazionale “Gaio Cilnio Mecenate” e Anfiteatro romano,Point(11.879511 43.460726),http://www.polomusealetoscana.beniculturali.it/index.php?it/146/istituti-e-luoghi-della-cultura,+39-0575-20882,Arezzo,"via  Margaritone, 10 - Arezzo",mailto:pm-tos.archeoar@beniculturali.it,43.460685999999995,11.879375999999999
http://www.wikidata.org/entity/Q3867727,Museo archeologico provinciale Francesco Ribezzo,Point(17.94547 40.640599),http://www.provincia.brindisi.it/provbr/museo.nsf/musei?OpenPage&ExpandSection=1#_Section1,+39-0831-565508,Brindisi,"Piazza Duomo 7 ,  - Brindisi",mailto:museo@provincia.brindisi.it,40.640599,17.94547
http://www.wikidata.org/entity/Q3867727,Museo archeologico provinciale Francesco Ribezzo,Point(17.94547 40.640599),http://www.provincia.brindisi.it/provbr/museo.nsf/musei?OpenPage&ExpandSection=1#_Section1,+39-0831-565508,Brindisi,"Piazza Duomo 7 ,  - Brindisi",mailto:museo@provincia.brindisi.it,40.63948,17.944942
http://www.wikidata.org/entity/Q3867726,Museo archeologico provinciale di Salerno,Point(14.761917 40.679443),http://www.museoarcheologicosalerno.it,+39-089-231135,Salerno,"Via San Benedetto, 28 - Salerno",mailto:info@museoarcheologicosalerno.it,40.67902,14.7623
http://www.wikidata.org/entity/Q3867726,Museo archeologico provinciale di Salerno,Point(14.761917 40.679443),http://www.museoarcheologicosalerno.it,+39-089-231135,Salerno,"Via San Benedetto, 28 - Salerno",mailto:info@museoarcheologicosalerno.it,40.679443,14.761917
http://www.wikidata.org/entity/Q1954221,Museo archeologico regionale,Point(13.572175 37.323032),http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?id=16&idsito=2,+39-0922-401565,Agrigento,"Contrada San Nicola, 12,  - Agrigento",mailto:museo.arte.ag@regione.sicilia.it,37.323032,13.572175
http://www.wikidata.org/entity/Q1954221,Museo archeologico regionale,Point(13.572175 37.323032),http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?id=16&idsito=2,+39-0922-401565,Agrigento,"Contrada San Nicola, 12,  - Agrigento",mailto:museo.arte.ag@regione.sicilia.it,37.29694444,13.58916667
http://www.wikidata.org/entity/Q1954237,Museo archeologico regionale Antonino Salinas,Point(13.360072 38.12095),http://www.regione.sicilia.it/beniculturali/salinas/,+39-091-611-6805,παν-όρμος,"Piazza Olivella, 24,  - Palermo",mailto:museo.arche.pa@regione.sicilia.it,38.12095,13.360072
http://www.wikidata.org/entity/Q1954223,Museo archeologico regionale Paolo Orsi,Point(15.28638889 37.07638889),http://www.regione.sicilia.it/beniculturali/museopaoloorsi/,+39-0931-464022,Siracusa,"Viale Teocrito, 66,  - Siracusa",mailto:museo.arche.orsi@regione.sicilia.it,37.075638,15.285681
http://www.wikidata.org/entity/Q1954223,Museo archeologico regionale Paolo Orsi,Point(15.28638889 37.07638889),http://www.regione.sicilia.it/beniculturali/museopaoloorsi/,+39-0931-464022,Siracusa,"Viale Teocrito, 66,  - Siracusa",mailto:museo.arche.orsi@regione.sicilia.it,37.07638889,15.28638889
http://www.wikidata.org/entity/Q1294402,Museo arcivescovile di Ravenna,Point(12.1954074 44.4151752),http://www.ravennamosaici.it,+39-0544-541680,Ravenna,"piazza Arcivescovado, 1",mailto:info@ravennamosaici.it,44.4151752,12.1954074
http://www.wikidata.org/entity/Q1294402,Museo arcivescovile di Ravenna,Point(12.1954074 44.4151752),http://www.ravennamosaici.it,+39-0544-541680,Ravenna,"piazza Arcivescovado, 1",mailto:info@ravennamosaici.it,44.415287,12.197646
http://www.wikidata.org/entity/Q55376576,Museo astronomico - Orto botanico di Brera,Point(9.187705 45.471992),http://www.brera.unimi.it,+39-02-5031-4680,Milano,"Via Brera, 28 - Milano",mailto:pasquale.tucci@unmi.it,45.471992,9.187705000000001
http://www.wikidata.org/entity/Q55385731,Museo astronomico geofisico di Modena,Point(10.929337 44.64814),http://www.museoastrogeo.unimo.it/,+39-059-205-6204,Modena,"Piazza Roma, 22,  - Modena",mailto:museoastrogeo@unimore.it,44.648140000000005,10.929337
http://www.wikidata.org/entity/Q55360818,"Museo auto storica ""Stanguellini""",Point(10.964859 44.630375),http://www.stanguellini.it,+39-059-361105,Modena,"Via Emilia Est, 756,  - Modena",mailto:info@stanguellini.it,44.630375,10.964858999999999
http://www.wikidata.org/entity/Q55670990,Museo aziendale Mario Buccellati,Point(9.194215 45.469086),http://www.mariobuccellati.it,+39-02-795059,Milano,"Via Montenapoleone, 23 - Milano",mailto:lorenzo.buccellati@mariobuccellati.it,45.469086,9.194215
http://www.wikidata.org/entity/Q55370249,Museo aziendale Sutter,Point(8.943802 44.73068),http://www.sutter.it,+39-0143-6311,Borghetto di Borbera,"c/o Stabilimento Sutter - Località Leigozze,  - Borghetto di Borbera",mailto:riccardo.raciti@sutter.it,44.73068,8.943802
http://www.wikidata.org/entity/Q55385787,Museo biellese degli Alpini,Point(8.077164 45.553078),http://www.anabiella.it,+39-015-406112,Biella,"c/o Sede Sezionale dell'Associazione Nazionale Alpini (A.N.A.), Via Ferruccio Nazionale, 5,  - Biella",mailto:museo@anabiella.it,45.553078,8.077164
http://www.wikidata.org/entity/Q55386596,Museo biografico di Padre Pio,Point(15.727605 41.707684),http://www.museopadrepio.it,+39-0882-459728,San Giovanni Rotondo,"Via Pirgiano, 25 - San Giovanni Rotondo",mailto:museopadrepio@libero.it,41.707684,15.727604999999999
http://www.wikidata.org/entity/Q55378121,Museo botanico di Ancona,Point(13.485862 43.570496),http://www.museobotanico.univpm.it,+39-071-220-4642,Ancona,"Via Brecce Bianche, snc - Ancona",mailto:f.taffetani@univpm.it,43.570496,13.485862
http://www.wikidata.org/entity/Q55360407,Museo cappella Sansevero,Point(14.254819 40.84918),http://www.museosansevero.it,+39-081-551-8470,Napoli,"Via Francesco De Sanctis, 19 - Napoli",mailto:info@museosansevero.it,40.84918,14.254819
http://www.wikidata.org/entity/Q3867751,Museo casa natale Gabriele D'Annunzio,Point(14.211818 42.46099),http://www.casadannunzio.beniculturali.it/,+39-085-60391,Pescara,"corso Manthonè,116",mailto:pm-abr@beniculturali.it,42.46099,14.211818
http://www.wikidata.org/entity/Q3867752,Museo centrale del Risorgimento,Point(12.483925 41.893902777),http://www.risorgimento.it/home_museo_ita.asp,+39-06-679-3598,Roma,"Via di San Pietro in Carcere, fianco sinistro del Vittoriano, Rioni di Roma Campitelli",mailto:ist.risorgimento@tiscali.it,41.893902777778,12.483925
http://www.wikidata.org/entity/Q3867752,Museo centrale del Risorgimento,Point(12.483925 41.893902777),http://www.risorgimento.it/home_museo_ita.asp,+39-06-679-3598,Roma,"Via di San Pietro in Carcere, fianco sinistro del Vittoriano, Rioni di Roma Campitelli",mailto:ist.risorgimento@tiscali.it,41.896072,12.482447
http://www.wikidata.org/entity/Q3867769,Museo civico  di Rovereto,Point(11.0386 45.89),http://www.museocivico.rovereto.tn.it,+39-0464-439055,Rovereto,"Borgo Santa Caterina, 41 - Rovereto",mailto:museo@museocivico.rovereto.tn.it,45.89,11.0386
http://www.wikidata.org/entity/Q55369827,Museo civico - San Ferdinando di Puglia,Point(15.726789 41.69996),http://www.reciproca.foggia.it,+39-0883-621310,San Giovanni Rotondo,"Piazza Giovanni Paolo II, 11 - San Giovanni Rotondo",mailto:cultura@ferd.it,41.69996,15.726789000000002
http://www.wikidata.org/entity/Q6940464,Museo civico Ala Ponzone,Point(10.020916666 45.137916666),http://musei.comune.cremona.it/PostCE-display-ceid-3.phtml,+39-0373-407269,Cremona,"Via Ugolani Dati, 4 - Cremona",mailto:museo.alaponzone@comune.cremona.it,45.137916666667,10.020916666667
http://www.wikidata.org/entity/Q3867771,Museo civico Amedeo Lia,Point(9.818597 44.10685),http://museolia.museilaspezia.it,+39-0187-731100,La Spezia,"Via Prione, 234 - La Spezia",mailto:museolia@comune.sp.IT,44.10685,9.818597
http://www.wikidata.org/entity/Q3867772,Museo civico Basilio Cascella,Point(14.216634 42.461567),http://www.museocascella.it/,+39-085-692-2526,Pescara,Viale Marconi,mailto:info@museocascella.it,42.461566999999995,14.216633999999999
http://www.wikidata.org/entity/Q3867774,Museo civico Duilio Cambellotti,Point(12.903579 41.465146),http://www.comune.latina.it/cultura.php,+39-0773-486913,Latina,"Piazza S. Marco,  - Latina",mailto:musei@comune.latina.it,41.464863,12.903179
http://www.wikidata.org/entity/Q3867774,Museo civico Duilio Cambellotti,Point(12.903579 41.465146),http://www.comune.latina.it/cultura.php,+39-0773-486913,Latina,"Piazza S. Marco,  - Latina",mailto:musei@comune.latina.it,41.465146000000004,12.903578999999999
http://www.wikidata.org/entity/Q3867777,Museo civico Giovanni Fattori,Point(10.3054 43.5354),http://pegaso.comune.livorno.it/index/,+39-0586-808001,Livorno,"San Jacopo in Acquaviva, 65 - Livorno",mailto:museofattori@comune.livorno.it,43.5354,10.3054
http://www.wikidata.org/entity/Q55193977,Museo civico Luigi Chiavetta,Point(14.056176 42.51735),http://www.comune.cittasantangelo.pe.it,+39-085-969-6216,Città Sant'Angelo,"Via del Grottone, 7 - 65013 Città Sant'Angelo",mailto:biblioteca_castagna@yahoo.it,42.51735,14.056176
http://www.wikidata.org/entity/Q3867781,Museo civico Villa Colloredo Mels,Point(13.542959 43.406265),http://www.villacolloredomels.it/home,+39-071-757-0410,Recanati,"Via Gregorio XII, già Via del Duomo,  - Recanati",mailto:spaziocultura@virgilio.it,43.406265000000005,13.542959
http://www.wikidata.org/entity/Q3867788,Museo civico archeologico di Bologna,Point(11.34357 44.49295),http://www.museibologna.it/archeologico,+39-051-275-7211,Bologna,"Via dell'Archiginnasio, 2 - Bologna",mailto:mca@comune.bologna.it,44.49295,11.34357
http://www.wikidata.org/entity/Q55359987,Museo civico archeologico di Magliano Sabina,Point(12.482617 42.3611),http://www.regione.lazio.it/musei/maglianosabina/index.php,+39-0744-910001,Magliano Sabina,"Via Sabina, 19 - Magliano Sabina",mailto:museo-civico-ms@libero.it,42.3611,12.482617
http://www.wikidata.org/entity/Q16335817,Museo civico archeologico di Villa Mirabello,Point(8.823705 45.815685),http://www.cspa-va.it/museo_archeologico.html,+39-0332-255485,Varese,"Piazza della Motta, 4 - Varese",mailto:musei.mirabello@comune.varese.it,45.8157742,8.8228025
http://www.wikidata.org/entity/Q16335817,Museo civico archeologico di Villa Mirabello,Point(8.823705 45.815685),http://www.cspa-va.it/museo_archeologico.html,+39-0332-255485,Varese,"Piazza della Motta, 4 - Varese",mailto:musei.mirabello@comune.varese.it,45.815684999999995,8.823705
http://www.wikidata.org/entity/Q55360838,Museo civico archeologico etnologico di Modena,Point(10.920025 44.64784),http://www.comune.modena.it/museoarcheologico,+39-059-203-3100,Modena,"Largo Porta S. Agostino, 337,  - Modena",mailto:museo.archeologico@comune.modena.it,44.64784,10.920025
http://www.wikidata.org/entity/Q55385640,Museo civico belliniano,Point(15.084165 37.502585),http://www.tcmitalia.it/Museo-Civico-Belliniano_mus_idms20_1.aspx,+39-095-715-0535,Catania,"Piazza San Francesco d'Assisi, 3 - Catania",mailto:museo.belliniano@comune.catania.it,37.502584999999996,15.084164999999999
http://www.wikidata.org/entity/Q55360836,Museo civico d'arte di Modena,Point(10.920025 44.64784),http://www.museicivici.modena.it,+39-059-203-3100,Modena,"Viale Vittorio Veneto, 5,  - Modena",mailto:museo.arte@comune.modena.it,44.64784,10.920025
http://www.wikidata.org/entity/Q3867803,Museo civico d'arte siamese Stefano Cardu,Point(9.116818 39.221714),http://www.museicivicicagliari.it,+39-070-651888,Cagliari,"Piazza Arsenale, 1 - Cagliari",mailto:museocardu@libero.it,39.221714,9.116817999999999
http://www.wikidata.org/entity/Q19873699,Museo civico del Risorgimento,Point(11.3574 44.4882),http://www.comune.bologna.it/museorisorgimento,+39-051-225583,Bologna,"Piazza G. Carducci, 5,  - Bologna",mailto:museorisorgimento@comune.bologna.it,44.487843,11.357074
http://www.wikidata.org/entity/Q19873699,Museo civico del Risorgimento,Point(11.3574 44.4882),http://www.comune.bologna.it/museorisorgimento,+39-051-225583,Bologna,"Piazza G. Carducci, 5,  - Bologna",mailto:museorisorgimento@comune.bologna.it,44.4882,11.3574
http://www.wikidata.org/entity/Q19873699,Museo civico del Risorgimento,Point(11.3574 44.4882),http://www.comune.bologna.it/museorisorgimento,+39-051-225583,Bologna,"Piazza G. Carducci, 5,  - Bologna",mailto:museorisorgimento@comune.bologna.it,44.488138888889,11.357333333333
http://www.wikidata.org/entity/Q25409888,Museo civico del Risorgimento (Modena),Point(10.921104 44.648186),http://www.comune.modena.it/museoarte,+39-059-203-3100,Modena,"Viale Vittorio Veneto 5,  - Modena",mailto:museo.arte@comune.modena.it,44.648185999999995,10.921104
http://www.wikidata.org/entity/Q25409888,Museo civico del Risorgimento (Modena),Point(10.921104 44.648186),http://www.comune.modena.it/museoarte,+39-059-203-3100,Modena,"Viale Vittorio Veneto 5,  - Modena",mailto:museo.arte@comune.modena.it,44.64751,10.92038
http://www.wikidata.org/entity/Q55193853,Museo civico del costume popolare abruzzese molisano e della transumanza,Point(13.924167 42.04789),http://www.comune.sulmona.aq.it,+39-0864-210216,Сульма,"Via Mazara,  - Sulmona",mailto:servizituristici@comune.sulmona.it,42.04789,13.924167
http://www.wikidata.org/entity/Q55359662,Museo civico delle ceramiche,Point(14.347954 38.014133),http://www.santostefanodicamastra.net/index.php/1-6-it-14-0-1-0-0-Museo_della_ceramica.htm,+39-0921-337096,Santo Stefano di Camastra,"Piazza Duca di Camastra, SNC - Santo Stefano di Camastra",mailto:saraperez@tiscali.it,38.014133,14.347954000000001
http://www.wikidata.org/entity/Q55672304,Museo civico di Apricena,Point(15.441484 41.786083),http://www.comune.apricena.fg.it,+39-347-263-7453,Apricena,"Piazza Federico II 4 ,  - Apricena",mailto:archeoclubapricena@alice.it,41.786083000000005,15.441483999999999
http://www.wikidata.org/entity/Q55351472,Museo civico di Bojano,Point(14.473926 41.48672),http://www.comune.bojano.cb.it,+39-08747728292824,Bojano,"Piazza della Vittoria, SNC - Bojano",mailto:comune.bojano@comune.bojano.cb.it,41.48672,14.473926
http://www.wikidata.org/entity/Q55359693,Museo civico di Corleone,Point(13.301938 37.81162),http://www.comune.corleone.pa.it/museo.html,+39-091-846-3918,Corleone,"Via Orfanotrofio, 4 - Corleone",mailto:museocorleone@virgilio.it,37.81162,13.301938
http://www.wikidata.org/entity/Q15983747,Museo civico di Crema e del Cremasco,Point(9.69113 45.36168),http://www.museocrema.it/,+39-0373-257161,Crema,"Piazzetta Winifred Terni de Gregorj, 5",mailto:museo@comune.crema.cr.it,45.36168,9.691130000000001
http://www.wikidata.org/entity/Q55375978,Museo civico di Erba,Point(9.254809 45.808784),http://www.comune.erba.co.it/citta_monumenti.asp,+39-031-335-5431,Erba,"Via Ugo Foscolo, 23",mailto:museoerba@libero.it,45.808784,9.254809
http://www.wikidata.org/entity/Q55352499,Museo civico di Merano,Point(11.15944 46.671722),http://www.comune.merano.bz.it,+39-0473-236015,Meran,"Via delle Corse, 42 - Merano/Meran",mailto:elmar.gobbi@comune.merano.bz.it,46.671721999999995,11.15944
